id,sku_id,title,slug,category,sub_category,brand_name,product_type,gender,colorways,brand_sku,model,lowest_price,description,is_d2c,is_active,is_certificate_required,featured_image,quantity_left,wishlist_num,stock_claimed_percent,discount_percentage,note,tags,release_date,created_at,updated_at,pdp_url
32809,STOCKXBALSED607,Balenciaga Mallorca Sandal Black Crocodile Embossed,balenciaga-mallorca-sandal-black-crocodile-embossed,balenciaga,slides and sandals,balenciaga,sneakers,male,,660237WBB611010,balenciaga mallorca sandal,79679,,False,True,False,https://images.stockx.com/images/Balenciaga-Mallorca-Sandal-Black-Crocodile-Embossed.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1628880708,119,11089,56,1,,"colorway:black/black, featured:false, retail price:690, style:660237wbb611010, balenciaga, sneakers",,2025-09-11 12:12:37,2025-09-11 12:12:37,https://culture-circle.com/products/all/balenciaga-mallorca-sandal-black-crocodile-embossed
32805,STOCKXBALITE808,Balenciaga Wheel Beltpack Logo Wheel Black/White,balenciaga-wheel-beltpack-logo-wheel-blackwhite,balenciaga,other,balenciaga,handbags,male,,5330099MIAN1060,balenciaga wheel beltpack,0,"Please Note: This item comes with a dust bag, the box is not required.",False,True,False,https://images.stockx.com/images/Balenciaga-Wheel-Beltpack-Logo-Wheel-Black-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&trimcolor=ffffff&updated_at=1606318395,9,74146,69,1,,"base model:beltpack, base model variety:wheel, color:black/white, color generic:black, depth:3.9, dimensions:7h 15.6w 3.9d, featured:false, hardware:palladium-tone, height:7, material:nylon, pattern:logo wheel, retail price:760, style:5330099mian1060, styles:waist bag, width:15.6, balenciaga, handbags",,2025-09-11 12:12:34,2025-09-11 12:12:34,https://culture-circle.com/products/all/balenciaga-wheel-beltpack-logo-wheel-blackwhite
32790,STOCKXBALACK885,Balenciaga Women'S Mini Cycling Skirt Black,balenciaga-womens-mini-cycling-skirt-black,apparel,balenciaga,balenciaga,streetwear,female,,794545 TTK211000,skirt,0,,False,True,False,https://images.stockx.com/images/Balenciaga-WomenS-Mini-Cycling-Skirt-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1720998294,8,35965,64,1,,"color:black, featured:false, requester:deni c, season:fw24, style:794545 ttk211000, uploaded by:ml, apparel, streetwear",,2025-09-11 12:12:23,2025-09-11 15:57:58,https://culture-circle.com/products/all/balenciaga-womens-mini-cycling-skirt-black
32783,STOCKXBALITE453,Balenciaga Hourglass Small Top Handle Bag Crocodile Embossed White,balenciaga-hourglass-small-top-handle-bag-crocodile-embossed-white,accessories,hourglass,balenciaga,handbags,female,,5935461LR6Y9016,balenciaga hourglass small top handle bag,0,"Balenciaga Hourglass Small Top Handle Bag Crocodile Embossed White, Style Number 5935461LR6Y9016. <br><br>Please Note: This item comes with a dust bag, the box is not required.",False,True,False,https://images.stockx.com/images/Balenciaga-Hourglass-Small-Top-Handle-Bag-Crocodile-Embossed-White.jpg,6,27415,60,1,,"base model:top handle bag, base model variety:hourglass small, color:white, color generic:white, depth:3.9, exterior variant:crocodile embossed, featured:false, hardware:silver-tone, height:5.9, material:calfskin leather, retail price:2950, style:5935461lr6y9016, styles:shoulder bag, width:9, accessories, handbags",,2025-09-11 12:12:18,2025-09-11 15:58:36,https://culture-circle.com/products/all/balenciaga-hourglass-small-top-handle-bag-crocodile-embossed-white
32468,STOCKXBALITE394,Balenciaga Mens Cities Paris Wide Fit Hoodie White,balenciaga-mens-cities-paris-wide-fit-hoodie-white,apparel,balenciaga,balenciaga,streetwear,male,,674986TLVL89040,hoodie,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Mens-Cities-Paris-Wide-Fit-Hoodie-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1645769863,180,32196,70,1,,"color:white, featured:false, retail price:995, style:674986tlvl89040, apparel, streetwear",,2025-09-11 12:08:55,2025-09-11 15:57:50,https://culture-circle.com/products/all/balenciaga-mens-cities-paris-wide-fit-hoodie-white
32386,STOCKXBALACK793,Balenciaga Automobil Lamborghini Car Key Necklace Jewlery Silver/Black,balenciaga-automobil-lamborghini-car-key-necklace-jewlery-silverblack,accessories,other,balenciaga,streetwear,unisex,,839154TZDFS1593,jewlery,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Automobil-Lamborghini-Car-Key-Necklace-Jewlery-Silver-Black.jpg,3,92165,65,1,,"color:silver/black, featured:false, requester:kelsey k, retail price:950, style:839154tzdfs1593, uploaded by:jc, accessories, streetwear",,2025-09-11 12:08:01,2025-09-11 15:59:10,https://culture-circle.com/products/all/balenciaga-automobil-lamborghini-car-key-necklace-jewlery-silverblack
32359,STOCKXBALENS909,Balenciaga Track Sandal Clear Sole Gray (Women's),balenciaga-track-sandal-clear-sole-gray-womens,shoes,slides and sandals,balenciaga,sneakers,female,,655948W2CC21200,balenciaga track sandal,69549,,False,True,False,https://images.stockx.com/images/Balenciaga-Track-Sandal-Clear-Sole-Gray-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1658171468,150,45814,63,1,,"colorway:gray, featured:false, release date:2022-07-18, retail price:995, style:655948w2cc21200, shoes, sneakers",,2025-09-11 12:07:44,2025-09-11 15:46:17,https://culture-circle.com/products/all/balenciaga-track-sandal-clear-sole-gray-womens
32354,STOCKXBALENS487,Balenciaga x Crocs Pool Slide Sandals White (Women's),balenciaga-x-crocs-pool-slide-sandals-white-womens,shoes,crocs,balenciaga,sneakers,female,,677389W1S8E9000,balenciaga x crocs pool slide sandals,72269,,False,True,False,https://images.stockx.com/images/Balenciaga-x-Crocs-Pool-Slide-Sandals-White-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1652297823,162,51464,70,1,,"colorway:white, featured:false, retail price:565, style:677389w1s8e9000, shoes, sneakers",,2025-09-11 12:07:40,2025-09-11 15:55:07,https://culture-circle.com/products/all/balenciaga-x-crocs-pool-slide-sandals-white-womens
32337,STOCKXBALINK084,Balenciaga Le Cagole Shoulder Bag XS Pink,balenciaga-le-cagole-shoulder-bag-xs-pink,accessories,le cagole,balenciaga,handbags,female,,6713091VGUY5632,balenciaga le cagole shoulder bag,171929,"Please Note: This item comes with a dust bag, the box is not required.",False,True,False,https://images.stockx.com/images/Balenciaga-LE-Cagole-XS-Shoulder-Bag-Pink.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&trimcolor=ffffff&updated_at=1662064734,18,97780,69,1,,"base model:shoulder bag, base model variety:le cagole xs, color:pink, color generic:pink, depth:2.7, dimensions:6.3h 10.2w 2.7d, featured:false, hardware:aged-silver hardware, height:6.3, material:arena lambskin leather, retail price:2300, style:6713091vguy5632, styles:crossbody, width:10.2, accessories, handbags",,2025-09-11 12:07:29,2025-09-11 15:55:27,https://culture-circle.com/products/all/balenciaga-le-cagole-shoulder-bag-xs-pink
32322,STOCKXBALACK592,Balenciaga Pool Slide Blood Red Black,balenciaga-pool-slide-blood-red-black,shoes,balenciaga,balenciaga,sneakers,male,,565826 W1S8A 6410,balenciaga pool slide,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Pool-Slide-Blood-Red-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1685042121,134,43795,67,1,,"colorway:blood red/black/black, featured:false, release date:2023-05-25, retail price:269, style:565826 w1s8a 6410, uploaded by:vl, shoes, sneakers",,2025-09-11 12:07:20,2025-09-11 15:53:15,https://culture-circle.com/products/all/balenciaga-pool-slide-blood-red-black
32301,STOCKXBALACK907,Balenciaga Turn Wide Fit Zip-Up Hoodie Black,balenciaga-turn-wide-fit-zip-up-hoodie-black,apparel,balenciaga,balenciaga,streetwear,female,,674728TLVB49034,hoodie,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Turn-Wide-Fit-Zip-Up-Hoodie-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1627971646,131,49883,65,1,,"color:black, featured:false, retail price:995, season:ss21, style:674728tlvb49034, apparel, streetwear",,2025-09-11 12:07:07,2025-09-11 15:55:58,https://culture-circle.com/products/all/balenciaga-turn-wide-fit-zip-up-hoodie-black
32272,STOCKXBALACK502,Balenciaga x adidas Long Sleeve T-Shirt Oversized Black,balenciaga-x-adidas-long-sleeve-t-shirt-oversized-black,apparel,balenciaga,balenciaga,streetwear,unisex,,728789TNVA68482,oversized,0,,False,True,False,https://images.stockx.com/images/Balenciaga-x-adidas-Long-Sleeve-T-Shirt-Oversized-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1667595040,140,58937,62,1,,"color:black, featured:false, release date:2022-11-03, retail price:995, season:fw22, style:728789tnva68482, apparel, streetwear",,2025-09-11 12:06:49,2025-09-11 15:54:48,https://culture-circle.com/products/all/balenciaga-x-adidas-long-sleeve-t-shirt-oversized-black
32259,STOCKXBALACK754,Balenciaga x Erewhon Los Angeles Zip-Up Hoodie Medium Fit Beige/Black,balenciaga-x-erewhon-los-angeles-zip-up-hoodie-medium-fit-beigeblack,apparel,balenciaga,balenciaga,streetwear,unisex,,770939TQVG49784,hoodie medium fit,0,,False,True,False,https://images.stockx.com/images/Balenciaga-x-Erewhon-Los-Angeles-Zip-Up-Hoodie-Medium-Fit-Beige-Black.jpg,162,19774,59,1,,"color:beige/black, featured:false, release date:2023-12-02, requester:kelsey k, retail price:1150, season:fw24, style:770939tqvg49784, uploaded by:ml, apparel, streetwear",,2025-09-11 12:06:41,2025-09-11 15:51:46,https://culture-circle.com/products/all/balenciaga-x-erewhon-los-angeles-zip-up-hoodie-medium-fit-beigeblack
32146,STOCKXBALACK324,Balenciaga Hand Drawn Political Campaing Tee Black,balenciaga-hand-drawn-political-campaing-tee-black,apparel,balenciaga,balenciaga,streetwear,male,,641655TNVE71197,tee,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Hand-Drawn-Political-Campaing-Tee-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1696994640,122,12346,59,1,,"color:black, featured:false, requester:gonzaga a, season:fw23, style:641655tnve71197, uploaded by:ml, apparel, streetwear",,2025-09-11 12:05:28,2025-09-11 15:39:26,https://culture-circle.com/products/all/balenciaga-hand-drawn-political-campaing-tee-black
32120,STOCKXBALACK952,Balenciaga Round Backflip Hoodie Black,balenciaga-round-backflip-hoodie-black,apparel,other,balenciaga,streetwear,male,,761458TPVG11070,hoodie,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Round-Backflip-Hoodie-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1743542383,18,41149,56,1,,"color:black, featured:false, requester:nathan p, retail price:1250, style:761458tpvg11070, uploaded by:ll, apparel, streetwear",,2025-09-11 12:05:08,2025-09-11 15:58:32,https://culture-circle.com/products/all/balenciaga-round-backflip-hoodie-black
32108,STOCKXBALIGE707,Balenciaga Defender Clog Beige,balenciaga-defender-clog-beige,shoes,balenciaga,balenciaga,sneakers,male,,735252 W3CV2 9700,balenciaga defender clog,51519,,False,True,False,https://images.stockx.com/images/Balenciaga-Defender-Clog-Beige.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1733772080,161,67462,60,1,,"colorway:beige, featured:false, release date:2023-06-01, requester:andrew k, retail price:1050, style:735252 w3cv2 9700, uploaded by:ak, shoes, sneakers",,2025-09-11 12:05:00,2025-09-11 15:42:24,https://culture-circle.com/products/all/balenciaga-defender-clog-beige
32096,STOCKXBALACK032,Balenciaga Care Label Hoodie Grey/Black,balenciaga-care-label-hoodie-greyblack,apparel,balenciaga,balenciaga,streetwear,male,,725565TNVL61219,hoodie,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Care-Label-Hoodie-Grey-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1677761415,0,49076,62,1,,"color:grey/black, featured:false, season:ss23, style:725565tnvl61219, uploaded by:nb, apparel, streetwear",,2025-09-11 12:04:53,2025-09-11 15:58:02,https://culture-circle.com/products/all/balenciaga-care-label-hoodie-greyblack
32081,STOCKXBALENS930,Balenciaga City Pool Slide Paris Black (Women's),balenciaga-city-pool-slide-paris-black-womens,shoes,slides and sandals,balenciaga,sneakers,female,,689030W1S9A1003,balenciaga city pool slide,41389,,False,True,False,https://images.stockx.com/images/Balenciaga-City-Pool-Slide-Paris-Black-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,140,84697,68,1,,"colorway:black/white, featured:false, release date:2023-01-11, retail price:395, style:689030w1s9a1003, shoes, sneakers",,2025-09-11 12:04:43,2025-09-11 15:46:20,https://culture-circle.com/products/all/balenciaga-city-pool-slide-paris-black-womens
32063,STOCKXBALITE332,Balenciaga BB Paris Icon Medium Fit Hoodie Black/White,balenciaga-bb-paris-icon-medium-fit-hoodie-blackwhite,apparel,balenciaga,balenciaga,streetwear,male,,570811TMVG69034,hoodie,0,,False,True,False,https://images.stockx.com/images/Balenciaga-BB-Paris-Icon-Medium-Fit-Hoodie-Black-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1662454926,116,65054,57,1,,"color:black/white, featured:false, retail price:1550, season:fw22, style:570811tmvg69034, apparel, streetwear",,2025-09-11 12:04:31,2025-09-11 15:57:16,https://culture-circle.com/products/all/balenciaga-bb-paris-icon-medium-fit-hoodie-blackwhite
32060,STOCKXBALACK622,Balenciaga Paris Moon No Pocket Hoodie Oversized Faded Black,balenciaga-paris-moon-no-pocket-hoodie-oversized-faded-black,apparel,balenciaga,balenciaga,streetwear,unisex,,745149TDW143341 / 744462TOVE31055,hoodie oversized,0,,False,True,False,https://images.stockx.com/images/Balenciaga-Paris-Moon-No-Pocket-Hoodie-Oversized-Faded-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1692819998,162,60036,66,1,,"color:faded black, featured:false, requester:gonzaga a, season:fw23, style:745149tdw143341 / 744462tove31055, uploaded by:ml, apparel, streetwear",,2025-09-11 12:04:29,2025-09-11 15:47:00,https://culture-circle.com/products/all/balenciaga-paris-moon-no-pocket-hoodie-oversized-faded-black
32038,STOCKXBALITE582,Balenciaga Pool Slide Red White,balenciaga-pool-slide-red-white,shoes,slides and sandals,balenciaga,sneakers,male,,565826W1S806090,balenciaga pool slide,39169,,False,True,False,https://images.stockx.com/images/Balenciaga-Pool-Slide-Red-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,157,97384,57,1,,"colorway:red/white, featured:false, release date:2021-05-25, retail price:275, style:565826w1s806090, shoes, sneakers",,2025-09-11 12:04:12,2025-09-11 15:34:36,https://culture-circle.com/products/all/balenciaga-pool-slide-red-white
32033,STOCKXBALACK665,Balenciaga Explorer Logo Crossbody Pouch Black,balenciaga-explorer-logo-crossbody-pouch-black,accessories,other,balenciaga,handbags,unisex,,593329 2HFBX 1000,balenciaga explorer logo crossbody pouch,0,"Please Note: This item comes with a dust bag, the box is not required.",False,True,False,https://images.stockx.com/images/Balenciaga-Explorer-Logo-Crossbody-Pouch-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&trimcolor=ffffff&updated_at=1711636194,11,95533,67,1,,"base model:crossbody pouch, base model variety:explorer logo, color:black, color generic:black, depth:5, dimensions:22.5h 16w 5d, featured:false, height:22.5, material:nylon, requester:aaron b, style:593329 2hfbx 1000, styles:crossbody, uploaded by:ml, width:16, accessories, handbags",,2025-09-11 12:04:08,2025-09-11 15:54:25,https://culture-circle.com/products/all/balenciaga-explorer-logo-crossbody-pouch-black
32025,STOCKXGUCACK288,Gucci x Balenciaga The Hacker Project Small Handbag Black,gucci-x-balenciaga-the-hacker-project-small-handbag-black,gucci,collectors,gucci,handbags,female,,6801192103X1000,gucci x balenciaga the hacker project small handbag,158099,"Please Note: This item comes with a dust bag, the box is not required.",False,True,False,https://images.stockx.com/images/Gucci-x-Balenciaga-The-Hacker-Project-Small-Handbag-Black.jpg,12,48727,65,1,,"base model:small handbag, base model variety:x balenciaga the hacker project, color:black, color generic:black, depth:3.1, dimensions:11h 9.4w 3.1d strap 18.1, featured:false, hardware:silver-tone, height:11, material:canvas/leather, retail price:2890, strap drop:18.1, style:6801192103x1000, styles:shoulder bag, width:9.4, gucci, handbags",,2025-09-11 12:04:02,2025-09-11 12:04:02,https://culture-circle.com/products/all/gucci-x-balenciaga-the-hacker-project-small-handbag-black
32019,STOCKXGUCIGE026,Gucci x Balenciaga The Hacker Project Small Handbag Beige,gucci-x-balenciaga-the-hacker-project-small-handbag-beige,gucci,collectors,gucci,handbags,female,,6801192103U0001,gucci x balenciaga the hacker project small handbag,304449,"Please Note: This item comes with a dust bag, the box is not required.",False,True,False,https://images.stockx.com/images/Gucci-x-Balenciaga-The-Hacker-Project-Small-Handbag-Beige.jpg,5,33816,56,1,,"base model:small handbag, base model variety:x balenciaga the hacker project, color:beige, color generic:brown, depth:3.1, dimensions:11h 9.4w 3.1d strap 18.1, featured:false, hardware:gold-tone, height:11, material:coated canvas/leather, retail price:2890, strap drop:18.1, style:6801192103u0001, styles:shoulder bag, width:9.4, gucci, handbags",,2025-09-11 12:03:58,2025-09-11 12:03:58,https://culture-circle.com/products/all/gucci-x-balenciaga-the-hacker-project-small-handbag-beige
32017,PFWRAIDS705,WRAPPED IN LOVE SWEATSHIRT KIDS,wrapped-in-love-sweatshirt-kids,Apparel,Sweatshirt,Purplfrog,,,,,,2490,"Loving a child makes you realize just how deeply you can love another human. That was the inspiration behind the Love Overload Here sweatshirt, designed as a warm embrace in fabric, with those words boldly written on the back. It’s a simple yet profound reminder of the endless love that surrounds each child—from family, friends, and everyone who holds them dear. Every stitch is meant to remind them they’re cherished beyond measure, wrapped in a world that’s overflowing with love just for them.


DETAILS & SPECS


Fabric: 100% COTTON
Weight: 400GSM
Print Technology: PUFF PRINT
Base Color: Dark Brown


*Note: Color of the actual product may vary from the image 


WASH CARE




SHIPPING




Packed within 24 Hours.


Free Delivery Pan India


Dispatches Next Day",True,True,False,https://cdn.shopify.com/s/files/1/0797/6743/7602/files/PURP0102-SHAILESH.jpg?v=1755086749,74,91875,63,1,,purplfrog purple frog purplefrog t shirt clothing,,2025-09-11 11:57:06,2025-09-11 12:36:34,https://culture-circle.com/products/all/wrapped-in-love-sweatshirt-kids
32016,PFWABABI910,WABI SABI,wabi-sabi,Apparel,T-Shirt,Purplfrog,,,,,,2990,"In the symphony of our designs, the story of white lilies unfolds with the delicate elegance of Wabi Sabi. Each petal, a testament to the beauty found in imperfection, celebrates the transient nature of life and the serene acceptance of the passage of time. Through the intricate design, we capture the essence of Wabi Sabi, inviting the viewer to embrace the inherent simplicity and impermanence of existence. Like the white lilies that bloom in quiet reverence, our artwork whispers of the profound wisdom found in the fleeting moments of beauty, reminding us to find solace in the imperfect, and to cherish the ephemeral with grace and gratitude.


DETAILS & SPECS


Fabric: 100% COTTON FRENCH TERRY
Weight: 260GSM
Print Technology: PUFF PRINT
Base Color: Blue


*Note: Color of the actual product may vary from the image 


WASH CARE




SHIPPING




Packed within 24 Hours.


Free Delivery Pan India


Dispatches Next Day",True,True,False,https://cdn.shopify.com/s/files/1/0797/6743/7602/files/flower-light-bluegreybg_b51a8feb-fb19-4ec1-a0d3-12aebd26e5e5.jpg?v=1755088078,141,88448,63,1,,purplfrog purple frog purplefrog t shirt clothing,,2025-09-11 11:57:03,2025-09-11 12:36:34,https://culture-circle.com/products/all/wabi-sabi
32015,PFTHEGAL074,THE REGAL,the-regal,Apparel,T-Shirt,Purplfrog,,,,,,2990,"This design, crafted in India for the world, features the majestic tiger, its intricate form a testament to courage and fearlessness. With each delicate stroke, it embodies the spirit of resilience. The tiger, with its untamed spirit, roams around the forest with an aura of power, never yielding to the shadows of fear.


""शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे च पराक्रम:।
नैवाक्रान्तिभयं तस्माद्युद्धाय कृतनिश्चय:।।""


Fearlessness, strength, determination, and courage are essential for victory in any battle. Without them, the fear of defeat lingers, hindering one's resolve.


In the tiger's presence, we find a reminder to embrace our inner courage and face life's challenges with unwavering resolve.


DETAILS & SPECS


Fabric: 100% COTTON FRENCH TERRY
Weight: 260GSM
Print Technology: PUFF PRINT
Base Color: Black


*Note: Color of the actual product may vary from the image 


WASH CARE




SHIPPING




Packed within 24 Hours.


Free Delivery Pan India


Dispatches Next Day",True,True,False,https://cdn.shopify.com/s/files/1/0797/6743/7602/files/tiger-blackgreybg_7a238ce0-5ec8-48fd-a97a-eaf8a0d771c4.jpg?v=1755088224,104,83149,67,1,,purplfrog purple frog purplefrog t shirt clothing,,2025-09-11 11:57:00,2025-09-11 12:36:34,https://culture-circle.com/products/all/the-regal
32014,PFTHEBEL051,THE REBEL,the-rebel,Apparel,T-Shirt,Purplfrog,,,,,,2990,"In our designs, the rebellion of Gen Z blazes with ""can't stop, won't stop."" Each bold line and vivid hue embodies a spirit unbound by norms, daring to challenge and disrupt. Like wildfire on canvas, our art ignites the passion of those who march to their own beat. Through edgy motifs, we celebrate their courage and conviction, honoring the rebels who refuse to be tamed. In every print, we echo the anthem of defiance, reminding the world that true change springs from those who refuse to relent.


DETAILS & SPECS


Fabric: 100% COTTON FRENCH TERRY
Weight: 260GSM
Print Technology: PUFF PRINT
Base Color: Navy Blue


*Note: Color of the actual product may vary from the image 


WASH CARE




SHIPPING




Packed within 24 Hours.


Free Delivery Pan India


Dispatches Next Day",True,True,False,https://cdn.shopify.com/s/files/1/0797/6743/7602/files/cant-stop-wont-stop-bluegreybg_e32fcc7c-1924-4c7c-a4d7-f169d4de9b2e.jpg?v=1755087327,108,40485,70,1,,purplfrog purple frog purplefrog t shirt clothing,,2025-09-11 11:56:57,2025-09-11 12:36:33,https://culture-circle.com/products/all/the-rebel
32013,PFTHEDIE728,THE MIRAGE HOODIE,the-mirage-hoodie,Apparel,Hoodie,Purplfrog,,,,,,4990,"The Mirage In a world dominated by curated images and highlight reels, life often feels like a dance of perceptions, delusions, and pretense. We scroll through feeds filled with perfect vacations and joyful moments, aware that these snapshots are merely fragments of reality. Yet, the allure of comparison tugs at our hearts, breeding envy as we measure our worth against polished lives. We forget that everyone has unseen struggles and that true beauty lies in the raw, unfiltered moments of existence. The journey to self-discovery requires us to look beyond the surface, embrace our authenticity, and recognize that life’s essence is found in connection, not comparison.


DETAILS & SPECS


Fabric: 100% COTTON
Weight: 400GSM
Print Technology: PUFF PRINT
Base Color: Off White


*Note: Color of the actual product may vary from the image 


WASH CARE




SHIPPING




Packed within 24 Hours.


Free Delivery Pan India


Dispatches Next Day",True,True,False,https://cdn.shopify.com/s/files/1/0797/6743/7602/files/Edit_2_de3e5747-aa62-4b2e-9fc6-51b95d40702b.jpg?v=1755089293,129,71639,65,1,,purplfrog purple frog purplefrog t shirt clothing,,2025-09-11 11:56:55,2025-09-11 12:36:33,https://culture-circle.com/products/all/the-mirage-hoodie
32012,PFTHEIDS713,THE LITTLE GUARDIAN ANGEL SWEATSHIRT KIDS,the-little-guardian-angel-sweatshirt-kids,Apparel,Sweatshirt,Purplfrog,,,,,,2490,"In stories from all around the world, there's a gentle tale of guardian angels—special friends who watch over us. Our first sweatshirt, with its soft, purple wings, holds this magical story close. Each wing is like a hug from someone we love, reminding us they’re always nearby, even if we can’t see them. 
When we wear this sweatshirt, it’s like carrying a little bit of their love and care with us. Every stitch feels like a cozy hug, a reminder that our loved ones are looking out for us. In this design, we feel the gentle presence of those we love, keeping us safe and warm through life’s adventures.


DETAILS & SPECS


Fabric: 100% COTTON
Weight: 400GSM
Print Technology: PUFF PRINT
Base Color: Orange


*Note: Color of the actual product may vary from the image 


WASH CARE




SHIPPING




Packed within 24 Hours.


Free Delivery Pan India


Dispatches Next Day",True,True,False,https://cdn.shopify.com/s/files/1/0797/6743/7602/files/PURP0034-SHAILESH.jpg?v=1755086852,51,90007,65,1,,purplfrog purple frog purplefrog t shirt clothing,,2025-09-11 11:56:54,2025-09-11 12:36:33,https://culture-circle.com/products/all/the-little-guardian-angel-sweatshirt-kids
31994,CLOVER945A67,Cloudmonster 'Alloy Silver',cloudmonster-alloy-silver,Shoes,Shoes,ON,sneakers,male,,,,0,,False,True,False,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/110/734/517/original/1583706_01.jpg.jpeg?action=crop&width=1000,24,34827,71,1,,"on, shoes",,2025-09-11 08:26:56,2025-09-11 08:26:56,https://culture-circle.com/products/all/cloudmonster-alloy-silver
31993,LOEAKI4306C6,Loewe x Cloudtilt 2 'White Khaki',loewe-x-cloudtilt-2-white-khaki,Shoes,Shoes,ON,sneakers,male,,3ME10693507,,0,,False,True,False,https://image.goat.com/transform/v1/attachments/product_template_pictures/images/109/046/695/original/3ME10693507.png.png?action=crop&width=1000,9,36003,69,1,,"on, shoes",,2025-09-10 18:42:45,2025-09-10 18:42:45,https://culture-circle.com/products/all/loewe-x-cloudtilt-2-white-khaki
31989,FEMDLEF54151,Fembot capsule collection bundle,fembot-capsule-collection-bundle,Accessories,Beauty & Personal Care,R.E.M Beauty,accessories,female,,,,0,"eclipse glow stick in fembot
sweet dreams powder eyeshadow singlet in fembot
on your collar plumping lip gloss in fembot
essential drip glossy balm in fembot",False,True,False,https://cdn.culture-circle.com/media/cc_images_url_creator/new_2025/new_2025_25/new_2025_01/new_2025_08/01_fembot-shimmer-capsule-collection-bundle-viral-shade-removebg-preview.png,12,17210,67,1,,rembeauty,,2025-09-10 09:09:31,2025-09-10 09:11:22,https://culture-circle.com/products/all/fembot-capsule-collection-bundle
31988,SWELETD0C4E7,Sweet dreams powder eyeshadow singlet,sweet-dreams-powder-eyeshadow-singlet,Accessories,Beauty & Personal Care,R.E.M Beauty,accessories,female,,,,0,"this high-impact, duochrome pressed-powder eyeshadow lays down longwearing, velvety color with just one swipe. the shade fembot catches light, reflecting the perfectly unique tone for each wearer. this powder is ultra-blendable and leaves zero fallout to use as a topper over any shadow or worn on it's own.",False,True,False,https://cdn.culture-circle.com/media/cc_images_url_creator/new_2025/new_2025_25/new_2025_01/new_2025_08/01_eyeshadow-powder-pressed-pigment-shimmer-sweet-dreams-singlet-rem-fembot-removebg-preview.png,23,99892,63,1,,rembeauty,,2025-09-10 09:04:57,2025-09-10 09:13:37,https://culture-circle.com/products/all/sweet-dreams-powder-eyeshadow-singlet
